claim_id,claim_title,perspective,p_title,paraphrase_perspective,para_title,vote_yes,vote_no
578,College education is worth it,4516,Many recent college graduates are un- or underemployed.,24895,"In recent times, there are significant numbers of unemployed and underemployed college graduates. ",1,0
578,College education is worth it,4516,Many recent college graduates are un- or underemployed.,24896,"Among those who are unemployed and underemployed, there are many college graduates. ",1,0
578,College education is worth it,4517,Many people succeed without college degrees.,24897,"Some argue that a college education may not be necessary, since there are many people who have succeeded despite not having college degrees. ",1,0
578,College education is worth it,4517,Many people succeed without college degrees.,24898,"The question of whether or not a college education is necessary for success is one that is debated, as many successful people are not college educated.",1,0
578,College education is worth it,4520,Learning a trade profession is a better option than college for many young adults.,24899,Young adults should consider learning a trade instead of going to college.,1,0
578,College education is worth it,4520,Learning a trade profession is a better option than college for many young adults.,24900,Trade professions are in need of more individuals and it may be more profitable than going to college.,1,0
472,Women are the key to Africa’s economic future,3508,Women are the backbone of Africa’s agriculture,23957,Women can be the backbone of Africa's agriculture.,1,0
472,Women are the key to Africa’s economic future,3508,Women are the backbone of Africa’s agriculture,23956,Women have been the backbone of Africa's agriculture.,0,1
472,Women are the key to Africa’s economic future,3509,Women provide a platform for economic development,23958,Women have developed a platform for economic development.,1,0
472,Women are the key to Africa’s economic future,3509,Women provide a platform for economic development,23959,Women should develop a platform for economic development.,1,0
472,Women are the key to Africa’s economic future,3510,There is greater potential for African women,23960,There will always be great potential for African women.,1,0
472,Women are the key to Africa’s economic future,3510,There is greater potential for African women,23961,There has always been great potential for African Women,1,0
472,Women are the key to Africa’s economic future,3512,Women are not the future for Africa’s economy,23962,Women will not be the future for Africa's economy.,1,0
472,Women are the key to Africa’s economic future,3512,Women are not the future for Africa’s economy,23963,Women can't be the future for Africa's economy.,1,0
474,The Seychelles should buy territory and relocate due to climate change,3520,Moving is an imperative,23964,We shall move at once.,1,0
474,The Seychelles should buy territory and relocate due to climate change,3520,Moving is an imperative,23965,We will move as soon as possible.,1,0
474,The Seychelles should buy territory and relocate due to climate change,3523,Other nations have an obligation to help,23966,Other nations are obliged to help.,1,0
474,The Seychelles should buy territory and relocate due to climate change,3523,Other nations have an obligation to help,23967,Other nations have the duty to help.,1,0
476,Sao Tome would drop relations with Taiwan in favour of Mainland China,3533,PRC is clearly the China that matters,23968,"Obviously, PRC is the China that is important.",1,0
476,Sao Tome would drop relations with Taiwan in favour of Mainland China,3533,PRC is clearly the China that matters,23969,It is clear that PRC is the China that matters.,1,0
581,People should become vegetarian,4593,Meat is the most convenient protein source available.,25001,Meat is the most readily available protein.,1,0
581,People should become vegetarian,4593,Meat is the most convenient protein source available.,25002,Most find that meat is a very convenient source of protein.,1,0
581,People should become vegetarian,4594,"Eating meat provides healthy saturated fats, which enhance the function of the immune and nervous systems. ",25003,Saturated fats in meat help the immune and nervous system.,1,0
581,People should become vegetarian,4594,"Eating meat provides healthy saturated fats, which enhance the function of the immune and nervous systems. ",25004,Meat eaters benefit from fats which enhance immune and nervous systems.,0,1
581,People should become vegetarian,4595,"Meat is the best source of vitamin B12, a vitamin necessary to nervous and digestive system health. ",25005,It was proven the b12 from meat is helps the nervous and digestive system.,1,0
581,People should become vegetarian,4595,"Meat is the best source of vitamin B12, a vitamin necessary to nervous and digestive system health. ",25006,"For optimum nervous and digestive health, b12 from meat is ideal.",1,0
